05:22:37.261 [TLM] --- TELEMETRY START (697 samples) ---
05:22:37.263 [TLM] Time_ms,Dist_mm,X_mm,Y_mm,Yaw_mrad,VelL_mmps,VelR_mmps,LinePos,PidLine,PidLSet,PidRSet,PidLOut,PidROut,Bat_dv,Markers,F
05:22:41.952 [TLM] 37228,6086,1374,-60,711,3957,1218,13,-864,3464,1735,4144,6962,118,2083,90
05:22:41.952 [TLM] 37238,6112,1396,-46,497,3864,1034,12,-1152,3752,1447,8636,7478,118,2083,90
05:22:41.987 [TLM] 37248,6136,1418,-37,332,3718,1326,10,83,2516,2683,-7555,12000,118,18467,90
05:22:42.022 [TLM] 37258,6163,1444,-30,185,3067,1795,8,-1220,3820,1379,12000,147,118,2211,90
05:22:42.023 [TLM] 37268,6190,1471,-27,85,3772,1713,8,-748,3348,1851,1879,7786,118,2211,90
05:22:42.056 [TLM] 37278,6214,1495,-26,0,2650,2471,6,-588,3188,2011,12000,1368,118,18595,90
05:22:42.058 [TLM] 37288,6241,1522,-27,-81,3085,1899,6,-681,3281,1918,10624,5854,118,2339,90
05:22:42.092 [TLM] 37298,6268,1549,-31,-168,3402,1885,9,-1101,3701,1498,12000,-1239,118,2339,90
05:22:42.092 [TLM] 37308,6292,1572,-36,-281,3416,1960,8,-655,3255,1944,6455,4165,118,2339,90
05:22:42.128 [TLM] 37318,6318,1596,-45,-414,3563,1074,12,-1449,4049,1150,12000,-889,118,2339,90
05:22:42.163 [TLM] 37328,6344,1619,-58,-566,3957,1597,12,-869,3469,1730,3725,4497,118,2339,90
05:22:42.165 [TLM] 37338,6373,1642,-75,-739,4015,1442,12,-1144,3744,1455,6576,2714,118,2339,90
05:22:42.197 [TLM] 37348,6397,1658,-93,-914,3919,964,15,-1409,4009,1190,12000,3990,118,2339,90
05:22:42.199 [TLM] 37358,6424,1672,-116,-1105,3793,1230,13,-1183,3783,1416,9792,4621,118,2339,90
05:22:42.233 [TLM] 37368,6451,1681,-141,-1279,3890,1455,12,-1155,3755,1444,7509,2817,118,18723,90
05:22:42.233 [TLM] 37378,6475,1686,-165,-1441,3361,1595,6,-509,3109,2090,2054,12000,118,2467,90
05:22:42.268 [TLM] 37388,6500,1688,-190,-1549,3208,1946,6,-573,3173,2026,5754,8953,118,2467,90
05:22:42.303 [TLM] 37398,6527,1687,-217,-1629,2667,2305,1,499,2100,3099,-4629,12000,118,2467,90
05:22:42.303 [TLM] 37408,6553,1685,-243,-1650,3330,1878,6,-580,3180,2019,5217,7965,103,2467,90
05:22:42.338 [TLM] 37418,6574,1683,-264,-1706,2325,1762,0,2,2597,2602,7422,12000,103,2467,90
05:22:42.338 [TLM] 37428,6595,1679,-284,-1755,2361,1737,-6,2007,592,4607,-12000,12000,103,2467,90
05:22:42.372 [TLM] 37438,6612,1676,-302,-1780,2095,1752,-8,2965,-365,5565,-12000,12000,103,2467,90
05:22:42.373 [TLM] 37448,6627,1673,-315,-1772,1182,1761,-19,1972,627,4572,-12000,12000,103,18851,90
05:22:42.408 [TLM] 37458,6643,1670,-332,-1729,1566,1881,4,-3500,6100,-900,12000,-5090,103,18851,90
05:22:42.443 [TLM] 37468,6662,1667,-350,-1711,1242,2375,-8,1193,1406,3793,12000,12000,103,35235,90
05:22:42.444 [TLM] 37478,6687,1664,-375,-1679,2137,2792,-6,562,2037,3162,11991,12000,103,2468,90
05:22:42.478 [TLM] 37488,6713,1662,-401,-1651,2394,3121,-6,579,2020,3179,6934,12000,103,2468,90
05:22:42.478 [TLM] 37498,6746,1660,-434,-1606,2454,3537,-6,566,2033,3166,4404,12000,103,2468,90
05:22:42.514 [TLM] 37508,6779,1660,-467,-1550,2852,3790,0,-173,2773,2426,11153,12000,103,2468,90
05:22:42.516 [TLM] 37518,6816,1662,-504,-1496,3122,4024,5,-1603,4203,996,12000,-12000,103,2468,90
05:22:42.547 [TLM] 37528,6849,1665,-537,-1476,3548,3224,6,-575,3175,2024,8093,-208,103,2468,90
05:22:42.584 [TLM] 37538,6882,1668,-570,-1491,3639,3055,6,-573,3173,2026,4611,-2990,103,18852,90
05:22:42.584 [TLM] 37548,6908,1669,-596,-1503,2200,2972,-6,2596,3,5196,-12000,12000,103,2596,90
05:22:42.618 [TLM] 37558,6930,1671,-618,-1463,1543,3021,-17,3400,-800,6000,-12000,12000,103,2596,90
05:22:42.618 [TLM] 37568,6946,1674,-633,-1372,576,3088,-26,2555,44,5155,-12000,12000,103,2596,90
05:22:42.652 [TLM] 37578,6965,1680,-651,-1171,50,3574,-28,2591,8,5191,-12000,12000,103,2596,90
05:22:42.652 [TLM] 37588,6988,1691,-670,-902,304,4107,-23,1388,1211,3988,2733,12000,103,2596,90
05:22:42.687 [TLM] 37598,7012,1709,-687,-615,513,4325,-10,-160,2760,2439,12000,8286,103,18980,90
05:22:42.723 [TLM] 37608,7035,1730,-697,-390,1655,3730,0,-1327,3927,1272,12000,-7432,103,2724,90
05:22:42.723 [TLM] 37618,7058,1752,-703,-191,1576,2588,6,-580,3180,2019,12000,10409,103,2724,90
05:22:42.757 [TLM] 37628,7087,1781,-706,-49,2690,2902,11,-3185,5785,-585,12000,-12000,103,2724,90
05:22:42.757 [TLM] 37638,7106,1800,-707,7,2570,2283,8,-1927,4527,672,12000,-12000,103,2724,90
05:22:42.794 [TLM] 37648,7133,1827,-706,14,2922,2014,5,-69,2669,2530,12000,12000,103,2724,90
05:22:42.796 [TLM] 37658,7156,1850,-706,-23,3476,1700,-4,2102,497,4702,-12000,12000,103,2724,90
05:22:42.828 [TLM] 37668,7176,1870,-707,-88,2143,1596,-12,2055,544,4655,-5851,12000,103,2724,90
05:22:42.864 [TLM] 37678,7191,1885,-709,-120,1625,1591,-19,1734,865,4334,-1668,12000,103,2724,90
05:22:42.864 [TLM] 37688,7212,1905,-712,-113,1289,2689,-19,1713,886,4313,207,12000,103,2724,90
05:22:42.897 [TLM] 37698,7234,1928,-713,-34,1423,3074,-13,345,2254,2945,12000,12000,103,2724,90
05:22:42.898 [TLM] 37708,7265,1958,-713,57,2194,3487,-4,-192,2792,2407,12000,12000,103,2724,90
05:22:42.932 [TLM] 37718,7296,1989,-709,132,2531,3690,3,-1556,4156,1043,12000,-8139,103,2724,90
05:22:42.934 [TLM] 37728,7322,2015,-705,178,2971,3102,11,-1779,4379,820,12000,-10737,103,2724,90
05:22:42.969 [TLM] 37738,7353,2046,-699,174,3380,2549,13,-1191,3791,1408,12000,-3473,103,2724,90
05:22:43.002 [TLM] 37748,7381,2074,-695,129,3777,2366,10,-535,3135,2064,12000,4611,103,2724,90
05:22:43.002 [TLM] 37758,7414,2106,-693,46,3622,2239,6,-571,3171,2028,12000,6191,103,2724,90
05:22:43.037 [TLM] 37768,7441,2133,-693,-39,3026,2154,-1,673,1926,3273,-2436,12000,103,2852,90
05:22:43.037 [TLM] 37778,7460,2152,-694,-88,2232,2145,-8,594,2005,3194,4631,12000,103,2852,90
05:22:43.071 [TLM] 37788,7486,2178,-696,-79,1685,2912,-19,2042,557,4642,-12000,12000,103,2852,90
05:22:43.072 [TLM] 37798,7504,2196,-697,14,476,3619,-19,1726,873,4326,2114,12000,103,2852,90
05:22:43.107 [TLM] 37808,7535,2226,-693,208,1248,4067,-13,888,1711,3488,6888,12000,103,2852,90
05:22:43.144 [TLM] 37818,7563,2253,-685,401,988,4452,-15,1685,914,4285,-2004,12000,103,2852,90
05:22:43.144 [TLM] 37829,7592,2278,-670,639,1135,4630,-12,12,2587,2612,12000,2731,103,2852,90
05:22:43.177 [TLM] 37838,7622,2300,-649,864,1213,4602,-12,842,1757,3442,10112,10359,103,2852,90
05:22:43.178 [TLM] 37848,7648,2314,-627,1068,1405,4383,-11,210,2389,2810,12000,555,103,2852,90
05:22:43.213 [TLM] 37858,7678,2325,-599,1278,1878,4034,-6,-341,2941,2258,12000,-7849,103,2852,90
05:22:43.213 [TLM] 37868,7711,2331,-567,1443,2207,3990,-6,574,2025,3174,4341,2499,103,2852,90
05:22:43.247 [TLM] 37878,7734,2332,-544,1556,1820,3077,-6,576,2023,3176,9384,11904,103,2852,90
05:22:43.285 [TLM] 37888,7766,2331,-511,1672,2363,3282,-4,349,2250,2949,5070,4892,103,2852,90
05:22:43.286 [TLM] 37898,7791,2327,-487,1769,2283,2910,0,-390,2990,2209,12000,-4977,103,2852,90
05:22:43.318 [TLM] 37908,7814,2321,-465,1813,2760,2359,1,258,2341,2858,6473,10236,103,2852,90
05:22:43.318 [TLM] 37918,7841,2315,-439,1819,3058,2054,3,-60,2660,2539,7878,8704,103,2852,90
05:22:43.352 [TLM] 37928,7871,2308,-410,1786,2532,2760,0,-518,3118,2081,12000,-5292,103,2852,90
05:22:43.353 [TLM] 37938,7896,2303,-385,1763,3032,2467,0,171,2428,2771,1346,8380,103,2852,90
05:22:43.387 [TLM] 37948,7923,2298,-358,1727,3117,1884,4,-191,2791,2408,6553,9458,103,2852,90
05:22:43.423 [TLM] 37958,7950,2295,-331,1690,2788,2519,1,-208,2808,2391,8498,3429,103,2852,90
05:22:43.423 [TLM] 37968,7978,2292,-304,1663,3583,2087,3,-24,2624,2575,-4406,10905,103,2852,90
05:22:43.457 [TLM] 37978,8004,2290,-278,1648,2669,2721,6,-2541,5141,58,12000,-12000,103,2852,90
05:22:43.457 [TLM] 37988,8031,2288,-251,1632,3186,2565,6,-636,3236,1963,11579,-8387,103,2852,90
05:22:43.492 [TLM] 37998,8062,2287,-220,1586,3177,2418,2,352,2247,2952,-5631,7316,103,2852,90
05:22:43.492 [TLM] 38008,8086,2287,-196,1571,2692,2424,0,-4,2604,2595,5076,3999,103,2852,90
05:22:43.527 [TLM] 38018,8111,2287,-171,1552,2722,2396,0,0,2600,2599,4135,5187,103,2852,90
05:22:43.563 [TLM] 38028,8137,2288,-145,1526,2721,2339,-2,929,1670,3529,-10497,12000,103,2852,90
05:22:43.564 [TLM] 38038,8159,2289,-123,1523,2233,2328,-3,603,1996,3203,-120,12000,103,2852,90
05:22:43.598 [TLM] 38048,8179,2290,-102,1531,2194,2322,-3,411,2188,3011,2263,12000,103,2852,90
05:22:43.602 [TLM] 38058,8210,2291,-72,1554,2495,2911,-1,-18,2618,2581,5860,5503,103,2852,90
05:22:43.633 [TLM] 38068,8237,2291,-45,1571,2552,2849,0,-33,2633,2566,5529,4815,103,2852,90
05:22:43.634 [TLM] 38078,8265,2290,-17,1585,2703,2813,0,218,2381,2818,-17,7461,103,2852,90
05:22:43.668 [TLM] 38088,8292,2290,9,1590,2837,2558,0,339,2260,2939,-3939,11690,103,2852,90
05:22:43.705 [TLM] 38098,8319,2289,36,1586,2620,2817,0,-1,2601,2598,2968,3223,103,2852,90
05:22:43.706 [TLM] 38108,8346,2289,63,1596,2652,2762,1,-998,3598,1601,12000,-11182,103,2852,90
05:22:43.737 [TLM] 38118,8372,2288,89,1584,2558,2784,0,0,2599,2600,3665,2824,103,2852,90
05:22:43.737 [TLM] 38128,8396,2288,113,1589,2792,2560,1,97,2502,2697,207,5323,103,2852,90
05:22:43.772 [TLM] 38138,8424,2288,141,1564,2610,2555,0,-5,2605,2594,2820,5161,103,2852,90
05:22:43.773 [TLM] 38148,8450,2288,167,1564,2486,2702,0,0,2600,2599,4313,3067,103,2852,90
05:22:43.807 [TLM] 38158,8477,2288,194,1575,2534,2696,0,-3,2603,2596,3855,2729,103,2852,90
05:22:43.843 [TLM] 38168,8503,2288,220,1582,2543,2737,0,-559,3159,2040,11821,-6056,103,2852,90
05:22:43.844 [TLM] 38178,8529,2288,246,1568,3138,2101,0,1138,1461,3738,-12000,12000,103,2852,90
05:22:43.878 [TLM] 38188,8551,2288,268,1547,2453,2623,0,3,2596,2603,5005,3856,103,2852,90
05:22:43.878 [TLM] 38198,8580,2289,297,1547,2602,2663,0,-1,2601,2598,3248,3135,103,2852,90
05:22:43.912 [TLM] 38208,8607,2289,324,1549,2620,2674,0,0,2600,2599,2996,2828,103,19236,90
05:22:43.913 [TLM] 38219,8633,2290,350,1554,2640,2665,-1,582,2017,3182,-5992,11237,103,2980,90
05:22:43.947 [TLM] 38228,8654,2290,371,1588,1431,3248,-6,578,2021,3178,7755,6265,103,2980,90
05:22:43.982 [TLM] 38238,8682,2288,399,1692,1375,3518,-13,1753,846,4353,-10164,12000,103,2980,90
05:22:43.985 [TLM] 38248,8707,2282,423,1862,1093,4093,-12,-170,2770,2429,12000,-11158,103,19364,90
05:22:44.018 [TLM] 38258,8732,2273,446,2022,1272,3870,-10,-423,3023,2176,12000,-12000,103,3108,90
05:22:44.019 [TLM] 38268,8757,2261,468,2145,2111,2793,0,-184,2784,2415,12000,-1410,103,3108,90
05:22:44.054 [TLM] 38278,8781,2247,488,2186,2710,2246,6,-636,3236,1963,12000,-3899,103,3108,90
05:22:44.054 [TLM] 38288,8806,2233,509,2147,3247,1830,7,-963,3563,1636,12000,-3145,103,3108,90
05:22:44.088 [TLM] 38298,8830,2221,529,2039,3547,1315,12,-1112,3712,1487,12000,-216,103,3108,90
05:22:44.122 [TLM] 38308,8854,2211,552,1908,3901,1310,15,-2402,5002,197,12000,-12000,103,3108,90
05:22:44.122 [TLM] 38318,8885,2204,581,1716,4113,1219,18,-1781,4381,818,12000,-11789,103,3108,90
05:22:44.157 [TLM] 38328,8911,2203,607,1542,4529,1211,18,-1719,4319,880,12000,-12000,103,19492,90
05:22:44.157 [TLM] 38338,8937,2207,633,1314,3845,1019,12,-1147,3747,1452,12000,1739,103,3236,90
05:22:44.192 [TLM] 38348,8958,2215,652,1134,3674,944,4,-1044,3644,1555,12000,9639,103,3236,90
05:22:44.193 [TLM] 38358,8983,2228,674,950,2323,2201,-6,595,2004,3195,-1761,12000,103,3364,90
05:22:44.228 [TLM] 38368,9006,2242,692,901,1982,2500,-11,581,2018,3181,-882,12000,103,3364,90
05:22:44.263 [TLM] 38378,9025,2253,707,936,949,2812,-15,1629,970,4229,-3838,12000,103,3364,90
05:22:44.264 [TLM] 38388,9050,2267,729,1056,1412,3497,-12,1081,1518,3681,308,12000,103,19748,90
05:22:44.298 [TLM] 38398,9077,2278,753,1198,1946,3644,-6,560,2039,3160,5062,12000,103,3492,90
05:22:44.299 [TLM] 38408,9102,2286,777,1310,2123,3268,0,-12,2612,2587,12000,9467,103,3492,90
05:22:44.332 [TLM] 38418,9135,2293,809,1393,2549,3354,0,0,2600,2599,10565,4946,103,3492,90
05:22:44.335 [TLM] 38428,9164,2297,838,1442,2713,3104,-2,1166,1433,3766,-9416,12000,103,3492,90
05:22:44.369 [TLM] 38438,9192,2300,865,1497,2055,3542,-1,-1025,3625,1574,12000,-12000,103,3492,90
05:22:44.402 [TLM] 38448,9220,2301,894,1539,3003,2865,0,-58,2658,2541,5201,3740,103,3492,90
05:22:44.402 [TLM] 38458,9246,2301,919,1556,2304,2709,-3,365,2234,2965,5153,12000,103,3492,90
05:22:44.439 [TLM] 38468,9270,2301,944,1584,2837,2708,0,-4,2604,2595,4987,6500,103,3492,90
05:22:44.440 [TLM] 38478,9299,2301,973,1591,2672,2571,0,-140,2740,2459,7965,6330,103,3492,90
05:22:44.472 [TLM] 38488,9325,2300,999,1579,2661,2491,-4,1619,980,4219,-12000,12000,103,3492,90
05:22:44.472 [TLM] 38498,9346,2300,1020,1589,2155,2449,-3,286,2313,2886,6805,12000,103,3492,90
05:22:44.508 [TLM] 38508,9374,2300,1048,1583,2495,3040,-2,226,2373,2826,2980,10803,103,3492,90
05:22:44.542 [TLM] 38518,9403,2299,1076,1595,2649,2886,0,-109,2709,2490,6628,4621,103,19876,90
05:22:44.542 [TLM] 38528,9430,2298,1104,1599,2370,3115,-2,442,2157,3042,618,9551,103,3620,90
05:22:44.578 [TLM] 38538,9457,2297,1130,1643,2514,2763,0,493,2106,3093,-142,11931,103,3620,90
05:22:44.579 [TLM] 38548,9482,2295,1155,1685,2047,3397,-11,2886,-286,5486,-12000,12000,103,3620,90
05:22:44.613 [TLM] 38558,9510,2289,1183,1816,1567,3725,-13,2272,327,4872,-12000,12000,103,3620,90
05:22:44.613 [TLM] 38568,9534,2281,1205,1993,825,4054,-16,1545,1054,4145,-517,12000,103,3620,90
05:22:44.648 [TLM] 38578,9559,2268,1227,2225,449,4531,-17,461,2138,3061,12000,-2829,103,3620,90
05:22:44.683 [TLM] 38588,9585,2250,1244,2474,901,4143,-14,1424,1175,4024,2140,12000,103,3620,90
05:22:44.684 [TLM] 38598,9613,2225,1259,2710,1883,4038,-7,-1311,3911,1288,12000,-12000,103,3620,90
05:22:44.718 [TLM] 38608,9637,2203,1266,2886,1739,3169,-6,577,2022,3177,10723,7709,103,3620,90
05:22:44.720 [TLM] 38618,9663,2178,1271,3028,1660,2873,-5,233,2366,2833,12000,7066,103,3620,90
05:22:44.752 [TLM] 38628,9681,2159,1272,3125,1843,2511,0,21,2578,2621,12000,7402,103,3620,90
05:22:44.752 [TLM] 38638,9706,2135,1271,3186,2361,2197,-1,405,2194,3005,10329,12000,103,3620,90
05:22:44.786 [TLM] 38648,9728,2112,1270,3205,2022,2001,-6,582,2017,3182,9048,12000,103,3620,90
05:22:44.822 [TLM] 38658,9751,2090,1268,3216,2505,1935,-6,571,2028,3171,1913,12000,103,3620,90
05:22:44.823 [TLM] 38668,9775,2066,1266,3223,2147,2666,-6,527,2072,3127,6293,12000,103,3620,90
05:22:44.857 [TLM] 38678,9803,2038,1264,3246,2375,3231,-3,-235,2835,2364,12000,11022,103,3620,90
05:22:44.857 [TLM] 38688,9830,2011,1260,3272,2780,3043,0,-10,2610,2589,7291,12000,103,3620,90
05:22:44.893 [TLM] 38698,9861,1980,1256,3292,2945,2617,6,-577,3177,2022,12000,4089,103,3620,90
05:22:44.893 [TLM] 38708,9890,1951,1252,3269,3545,2578,6,-574,3174,2025,7347,2264,103,3620,90
05:22:44.928 [TLM] 38718,9921,1920,1249,3209,3268,2435,0,992,1607,3592,-12000,12000,103,3620,90
05:22:44.962 [TLM] 38728,9947,1895,1247,3189,2878,2955,1,-403,3003,2196,7911,174,103,3620,90
05:22:44.963 [TLM] 38738,9979,1863,1246,3171,2999,2778,0,612,1987,3212,-9457,12000,103,3620,90
05:22:44.999 [TLM] 38748,10004,1838,1245,3177,2639,2580,4,-1144,3744,1455,12000,-10470,103,3620,90
05:22:44.999 [TLM] 38758,10030,1811,1245,3146,2602,2735,0,-149,2749,2450,7183,2651,103,3620,90
05:22:45.032 [TLM] 38768,10059,1783,1245,3136,2886,2682,0,16,2583,2616,751,4694,103,3620,90
05:22:45.034 [TLM] 38778,10086,1756,1245,3133,2765,2713,0,-6,2606,2593,2008,3165,103,3620,90
05:22:45.068 [TLM] 38788,10113,1729,1245,3138,2711,2663,0,-317,2917,2282,7436,-1372,103,3620,90
05:22:45.102 [TLM] 38798,10137,1705,1245,3134,2575,2699,0,6,2593,2606,3454,2775,103,3620,90
05:22:45.102 [TLM] 38808,10166,1676,1245,3141,2840,2531,1,-69,2669,2530,1649,2846,103,3620,90
05:22:45.137 [TLM] 38818,10189,1652,1246,3141,2532,2629,0,-8,2608,2591,3901,2780,103,3620,90
05:22:45.138 [TLM] 38828,10218,1624,1245,3141,2568,2543,0,24,2575,2624,2968,4620,103,3620,90
05:22:45.171 [TLM] 38838,10243,1598,1245,3148,2552,2549,0,13,2586,2613,3855,4031,103,3620,90
05:22:45.173 [TLM] 38848,10267,1574,1245,3146,2582,2629,0,-1,2601,2598,3600,2747,103,3620,90
05:22:45.207 [TLM] 38858,10296,1546,1245,3146,2629,2566,0,0,2599,2600,2890,3638,103,3620,90
05:22:45.245 [TLM] 38868,10320,1522,1245,3147,2592,2646,0,3,2596,2603,3271,2508,103,3620,90
05:22:45.245 [TLM] 38879,10349,1493,1245,3145,2678,2614,0,2,2597,2602,1967,2887,103,3620,90
05:22:45.277 [TLM] 38888,10372,1470,1245,3148,2554,2625,0,-5,2605,2594,3679,2523,103,3620,90
05:22:45.277 [TLM] 38898,10401,1441,1244,3150,2603,2646,0,-4,2604,2595,3029,2184,103,3620,90
05:22:45.314 [TLM] 38908,10427,1415,1244,3148,2687,2598,0,0,2600,2599,2771,3443,103,3620,90
05:22:45.315 [TLM] 38918,10453,1389,1244,3149,2560,2581,0,-2,2602,2597,3420,2943,103,3620,90
05:22:45.348 [TLM] 38928,10479,1363,1244,3151,2577,2638,0,-6,2606,2593,3266,2225,103,3620,90
05:22:45.383 [TLM] 38938,10502,1340,1244,3150,2617,2530,0,0,2599,2600,2732,3667,103,3620,90
05:22:45.385 [TLM] 38948,10531,1311,1243,3150,2590,2617,0,-2,2602,2597,3094,2566,103,3620,90
05:22:45.418 [TLM] 38958,10554,1288,1243,3150,2642,2586,0,-1,2601,2598,2366,3038,103,3620,90
05:22:45.452 [TLM] 38968,10582,1259,1243,3151,2607,2589,0,-1,2601,2598,2897,2972,103,3620,90
05:22:45.452 [TLM] 38978,10608,1233,1243,3150,2652,2599,0,-3,2603,2596,2297,2848,103,3620,90
05:22:45.486 [TLM] 38988,10632,1210,1242,3150,2566,2630,0,0,2600,2599,3373,2447,103,3620,90
05:22:45.487 [TLM] 38998,10660,1181,1242,3151,2585,2620,0,4,2595,2604,3117,2638,103,3620,90
05:22:45.522 [TLM] 39008,10686,1155,1242,3150,2650,2589,0,-2,2602,2597,2437,2966,103,3620,90
05:22:45.523 [TLM] 39018,10712,1129,1242,3148,2600,2586,0,-1,2601,2598,2971,2985,103,3620,90
05:22:45.557 [TLM] 39028,10738,1104,1241,3150,2587,2618,0,-2,2602,2597,3100,2645,103,3620,90
05:22:45.557 [TLM] 39038,10764,1078,1241,3152,2542,2601,0,-2,2602,2597,3769,2799,103,3620,90
05:22:45.593 [TLM] 39048,10788,1054,1241,3151,2682,2593,0,-8,2608,2591,1958,2851,103,3620,90
05:22:45.593 [TLM] 39058,10816,1026,1241,3154,2602,2607,0,3,2596,2603,2873,2799,103,3620,90
05:22:45.627 [TLM] 39068,10842,1000,1240,3155,2604,2627,0,-1,2601,2598,2958,2462,103,3620,90
05:22:45.663 [TLM] 39078,10867,975,1240,3151,2503,2522,0,0,2600,2599,4461,3829,103,3620,90
05:22:45.700 [TLM] 39088,10893,949,1240,3153,2554,2530,0,-7,2607,2592,3994,3662,103,3620,90
05:22:45.702 [TLM] 39098,10919,922,1239,3150,2545,2675,0,-5,2605,2594,4031,1927,103,3620,90
05:22:45.734 [TLM] 39108,10942,899,1239,3135,2788,2293,1,-216,2816,2383,4693,3120,103,3620,90
05:22:45.734 [TLM] 39118,10971,870,1240,3108,2400,2841,-3,202,2397,2802,747,5050,103,3620,90
05:22:45.735 [TLM] 39128,10991,850,1240,3129,2018,2498,1,648,1951,3248,2985,12000,103,3620,90
05:22:45.768 [TLM] 39138,11020,822,1241,3134,2620,2414,0,346,2253,2946,595,11453,103,3620,90
05:22:45.802 [TLM] 39148,11044,798,1241,3119,2748,2545,0,8,2591,2608,3249,5664,103,3620,90
05:22:45.803 [TLM] 39158,11072,769,1242,3125,2186,2957,0,-1025,3625,1574,12000,-12000,103,3620,90
05:22:45.837 [TLM] 39168,11100,742,1242,3138,2731,2736,0,0,2599,2600,3202,2972,103,3620,90
05:22:45.838 [TLM] 39178,11126,716,1242,3139,2653,2660,0,11,2588,2611,3804,3587,103,3620,90
05:22:45.871 [TLM] 39188,11150,692,1242,3137,2655,2594,0,3,2596,2603,3597,4022,103,3620,90
05:22:45.872 [TLM] 39198,11179,663,1242,3136,2611,2689,0,252,2347,2852,-54,6544,103,3620,90
05:22:45.907 [TLM] 39208,11205,637,1242,3145,2625,2528,0,4,2595,2604,3642,4344,103,3620,90
05:22:45.943 [TLM] 39218,11232,610,1242,3141,2686,2626,0,41,2558,2641,1988,3574,103,3620,90
05:22:45.944 [TLM] 39228,11258,584,1242,3150,2771,2554,0,-13,2613,2586,1544,3440,103,3620,90
05:22:45.978 [TLM] 39238,11284,558,1242,3152,2587,2619,0,0,2600,2599,3580,2795,103,3620,90
05:22:45.978 [TLM] 39248,11308,534,1241,3151,2637,2617,0,0,2599,2600,2884,2776,103,3620,90
05:22:46.012 [TLM] 39258,11336,506,1241,3148,2605,2581,0,3,2596,2603,3184,3281,103,3620,90
05:22:46.014 [TLM] 39268,11360,482,1241,3147,2627,2640,0,4,2595,2604,2802,2547,103,3620,90
05:22:46.047 [TLM] 39278,11388,453,1241,3144,2620,2611,0,23,2576,2623,2575,3119,103,3620,90
05:22:46.083 [TLM] 39288,11412,429,1241,3143,2532,2715,0,-86,2686,2513,4697,579,103,3620,90
05:22:46.085 [TLM] 39298,11441,401,1241,3153,2615,2584,0,-1,2601,2598,2824,3085,103,3620,90
05:22:46.118 [TLM] 39308,11467,375,1240,3156,2607,2623,0,-1,2601,2598,3005,2534,103,3620,90
05:22:46.118 [TLM] 39318,11493,349,1240,3155,2629,2627,0,1,2598,2601,2632,2536,103,3620,90
05:22:46.152 [TLM] 39328,11516,326,1240,3157,2599,2627,0,-3,2603,2596,3121,2468,103,3620,90
05:22:46.153 [TLM] 39338,11544,297,1239,3158,2560,2602,0,-1,2601,2598,3597,2842,103,3620,90
05:22:46.187 [TLM] 39348,11571,271,1239,3158,2639,2587,0,-2,2602,2597,2582,3012,103,3620,90
05:22:46.222 [TLM] 39358,11597,245,1238,3160,2568,2560,0,-2,2602,2597,3473,3351,103,3620,90
05:22:46.223 [TLM] 39368,11623,219,1238,3160,2631,2594,0,14,2585,2614,2439,3126,103,3620,90
05:22:46.256 [TLM] 39378,11648,193,1237,3158,2564,2581,0,-210,2810,2389,6671,13,103,3620,90
05:22:46.258 [TLM] 39388,11673,169,1237,3155,2614,2706,0,-9,2609,2590,2976,1187,103,3620,90
05:22:46.292 [TLM] 39398,11701,141,1237,3154,2603,2555,0,-6,2606,2593,3099,3229,103,3620,90
05:22:46.293 [TLM] 39408,11726,115,1236,3152,2589,2589,0,22,2577,2622,2929,3262,112,3620,90
05:22:46.328 [TLM] 39418,11752,89,1236,3151,2632,2566,0,1,2598,2601,2664,3415,112,3620,90
05:22:46.362 [TLM] 39428,11778,63,1236,3150,2620,2589,0,-7,2607,2592,2989,3043,112,3620,90
05:22:46.363 [TLM] 39438,11804,37,1235,3150,2644,2557,0,-45,2645,2554,3485,2739,112,3620,90
05:22:46.397 [TLM] 39448,11827,14,1235,3148,2566,2608,0,-8,2608,2591,3748,2811,112,3620,90
05:22:46.398 [TLM] 39458,11856,-13,1235,3146,2544,2570,0,0,2599,2600,3744,3545,112,3620,90
05:22:46.432 [TLM] 39468,11882,-39,1235,3151,2691,2494,1,-154,2754,2445,5009,1615,112,3620,90
05:22:46.434 [TLM] 39478,11907,-65,1235,3143,2530,2611,0,2,2597,2602,4291,3356,112,3620,90
05:22:46.469 [TLM] 39488,11934,-91,1235,3147,2584,2635,0,-9,2609,2590,3841,2804,112,3620,90
05:22:46.502 [TLM] 39498,11960,-117,1235,3149,2594,2601,0,-3,2603,2596,3715,3272,112,3620,90
05:22:46.503 [TLM] 39508,11986,-143,1234,3151,2622,2578,0,11,2588,2611,3103,3752,112,3620,90
05:22:46.536 [TLM] 39518,12012,-169,1234,3152,2617,2590,0,-2,2602,2597,3288,3330,112,3620,90
05:22:46.537 [TLM] 39528,12036,-193,1234,3151,2621,2580,0,1,2598,2601,3124,3459,112,3620,90
05:22:46.571 [TLM] 39538,12065,-222,1233,3152,2605,2637,0,4,2595,2604,3252,2754,112,3620,90
05:22:46.607 [TLM] 39548,12090,-248,1233,3150,2603,2580,0,0,2600,2599,3340,3350,112,3620,90
05:22:46.607 [TLM] 39558,12117,-274,1233,3150,2578,2627,0,1,2598,2601,3491,2685,112,3620,90
05:22:46.642 [TLM] 39568,12143,-300,1233,3149,2613,2566,0,-2,2602,2597,3050,3443,112,3620,90
